Time,Error,Angle
80455,-0.995625,14.72931
80580,-1.99125,14.29257
80706,-3.0975,13.62949
80831,-2.43375,13.1651
80956,-3.208125,12.4959
81082,-4.314375,11.58977
81207,-5.199375,10.51429
81332,-6.416251,9.183148
81457,-7.965,7.52904
81582,-6.416251,6.300788
81706,-8.186251,4.600267
81831,-9.845625,2.564451
81953,-8.4075,0.9341979
82074,-7.30125,-0.4803522
82197,-8.739375,-2.280358
82319,-10.1775,-4.374381
82442,-8.4075,-5.991365
82565,-9.624375,-7.958781
82689,-6.6375,-9.175671
82812,-6.526875,-10.47018
82935,-6.748125,-11.8276
83058,-5.53125,-12.88786
83181,-5.863125,-14.07036
83305,-5.199375,-15.08568
83430,-4.425,-15.94009
83555,-4.756876,-16.90219
83680,-5.420625,-18.01192
86266,-1.77,-18.36592
86392,0.995625,-18.1668
86520,3.429375,-17.39075
86648,5.199375,-16.28051
86776,3.76125,-15.57667
86902,3.54,-14.87981
87029,4.20375,-14.01494
87153,3.9825,-13.22532
87278,5.7525,-12.00867
87401,7.411875,-10.45892
87523,8.4075,-8.734986
87646,12.72188,-6.022021
87768,9.403126,-4.258759
87889,9.624375,-2.332547
88011,8.518126,-0.6710778
88135,8.4075,1.003637
88258,6.969376,2.342611
88381,8.296875,4.049699
88504,8.075625,5.659276
88627,7.411875,7.116166
88751,7.30125,8.570643
88875,6.6375,9.872645
88998,7.190625,11.33019
89122,4.20375,12.05808
89246,4.20375,12.89208
89371,3.650625,13.601
89496,2.765625,14.11957
89621,2.765625,14.67061
89746,1.99125,15.03983
89871,0.4425,15.06835
89998,0.22125,15.10087
90124,-0.0,15.09192
90251,-0.331875,15.01262
90377,-0.6637501,14.86681
90503,-1.216875,14.60202
90629,-2.2125,14.12108
90755,-1.659375,13.80771
90880,-3.31875,13.08312
91006,-4.64625,12.10031
91131,-4.64625,11.16788
91257,-6.195,9.870881
91382,-8.075625,8.181
91507,-6.969376,6.824252
91631,-8.186251,5.143132
91754,-8.296875,3.47692
91878,-8.4075,1.790781
92001,-8.960626,-0.02274477
92124,-6.195,-1.158243
92246,-9.624375,-3.208723
92369,-7.854375,-4.71919
92491,-10.1775,-6.839716
92615,-8.075625,-8.380327
92739,-6.526875,-9.622043
92862,-6.6375,-10.9499
92986,-5.973751,-12.11933
